"행정구역","2023년05월_계_총인구수","2023년05월_계_연령구간인구수","2023년05월_계_0~9세","2023년05월_계_10~19세","2023년05월_계_20~29세","2023년05월_계_30~39세","2023년05월_계_40~49세","2023년05월_계_50~59세","2023년05월_계_60~69세","2023년05월_계_70~79세","2023년05월_계_80~89세","2023년05월_계_90~99세","2023년05월_계_100세 이상","2023년05월_남_총인구수","2023년05월_남_연령구간인구수","2023년05월_남_0~9세","2023년05월_남_10~19세","2023년05월_남_20~29세","2023년05월_남_30~39세","2023년05월_남_40~49세","2023년05월_남_50~59세","2023년05월_남_60~69세","2023년05월_남_70~79세","2023년05월_남_80~89세","2023년05월_남_90~99세","2023년05월_남_100세 이상","2023년05월_여_총인구수","2023년05월_여_연령구간인구수","2023년05월_여_0~9세","2023년05월_여_10~19세","2023년05월_여_20~29세","2023년05월_여_30~39세","2023년05월_여_40~49세","2023년05월_여_50~59세","2023년05월_여_60~69세","2023년05월_여_70~79세","2023년05월_여_80~89세","2023년05월_여_90~99세","2023년05월_여_100세 이상"
"충청남도 보령시 대천2동(4418052500)","6,379","6,379","367","573","597","638","977","1,092","1,052","648","394","41","0","3,212","3,212","194","275","322","367","524","565","524","271","158","12","0","3,167","3,167","173","298","275","271","453","527","528","377","236","29","0"
"충청남도 보령시 대천3동(4418053500)","15,758","15,758","1,324","1,883","1,725","1,879","2,891","2,539","2,010","978","467","59","3","7,919","7,919","670","961","983","983","1,492","1,279","950","433","157","11","0","7,839","7,839","654","922","742","896","1,399","1,260","1,060","545","310","48","3"
"충청남도 보령시 대천4동(4418054500)","17,613","17,613","1,529","1,917","1,964","2,153","2,885","3,008","2,330","1,169","583","72","3","8,772","8,772","766","1,026","1,070","1,127","1,442","1,520","1,120","502","185","13","1","8,841","8,841","763","891","894","1,026","1,443","1,488","1,210","667","398","59","2"
"충청남도 보령시 대천5동(4418056500)","6,006","6,006","199","329","393","441","682","1,077","1,489","871","449","73","3","3,081","3,081","97","161","236","262","425","603","732","377","173","15","0","2,925","2,925","102","168","157","179","257","474","757","494","276","58","3"
"충청남도 아산시 (4420000000)","337,007","337,007","30,520","37,564","37,631","48,602","61,455","50,966","38,361","19,196","11,016","1,651","45","175,693","175,693","15,773","19,297","21,108","25,957","33,179","27,700","19,562","8,731","4,001","379","6","161,314","161,314","14,747","18,267","16,523","22,645","28,276","23,266","18,799","10,465","7,015","1,272","39"
"충청남도 아산시 염치읍(4420025000)","6,182","6,182","219","437","509","494","765","1,138","1,301","714","515","89","1","3,244","3,244","114","226","306","295","441","633","690","323","190","26","0","2,938","2,938","105","211","203","199","324","505","611","391","325","63","1"
"충청남도 아산시 배방읍(4420025300)","85,757","85,757","8,805","10,374","10,920","15,437","16,397","11,876","7,171","3,138","1,418","216","5","44,162","44,162","4,530","5,353","5,771","8,056","8,601","6,263","3,596","1,421","526","44","1","41,595","41,595","4,275","5,021","5,149","7,381","7,796","5,613","3,575","1,717","892","172","4"
"충청남도 아산시 송악면(4420031000)","4,118","4,118","137","366","254","230","505","744","903","555","359","64","1","2,115","2,115","68","191","143","123","264","432","472","274","141","7","0","2,003","2,003","69","175","111","107","241","312","431","281","218","57","1"
"충청남도 아산시 탕정면(4420033000)","36,985","36,985","5,651","5,229","3,984","7,196","8,204","3,912","1,647","700","392","68","2","19,684","19,684","2,959","2,687","2,264","3,643","4,477","2,298","875","329","137","15","0","17,301","17,301","2,692","2,542","1,720","3,553","3,727","1,614","772","371","255","53","2"
"충청남도 아산시 음봉면(4420035000)","20,189","20,189","2,069","2,010","2,094","2,993","3,790","2,913","2,527","1,073","600","116","4","11,010","11,010","1,056","1,011","1,349","1,634","2,241","1,630","1,328","532","208","21","0","9,179","9,179","1,013","999","745","1,359","1,549","1,283","1,199","541","392","95","4"
"충청남도 아산시 둔포면(4420036000)","22,878","22,878","2,424","1,721","2,161","4,511","4,177","3,124","2,732","1,197","710","116","5","12,990","12,990","1,284","872","1,364","2,671","2,650","1,828","1,483","568","240","30","0","9,888","9,888","1,140","849","797","1,840","1,527","1,296","1,249","629","470","86","5"
"충청남도 아산시 영인면(4420037000)","5,398","5,398","133","235","353","378","505","890","1,352","826","615","107","4","2,859","2,859","70","132","225","219","299","520","737","395","240","20","2","2,539","2,539","63","103","128","159","206","370","615","431","375","87","2"
"충청남도 아산시 인주면(4420038000)","5,955","5,955","196","337","426","495","798","1,176","1,264","677","493","91","2","3,370","3,370","103","189","275","326","532","734","692","325","171","22","1","2,585","2,585","93","148","151","169","266","442","572","352","322","69","1"
"충청남도 아산시 선장면(4420039000)","2,956","2,956","40","92","153","146","233","456","771","571","422","68","4","1,540","1,540","23","46","82","99","151","280","393","284","160","22","0","1,416","1,416","17","46","71","47","82","176","378","287","262","46","4"
"충청남도 아산시 도고면(4420040000)","4,370","4,370","105","166","286","267","375","762","1,102","685","549","73","0","2,260","2,260","52","82","171","152","223","442","576","339","205","18","0","2,110","2,110","53","84","115","115","152","320","526","346","344","55","0"
"충청남도 아산시 신창면(4420041000)","18,616","18,616","1,085","1,873","2,205","1,749","3,078","3,289","2,741","1,534","942","119","1","9,787","9,787","546","968","1,281","988","1,666","1,795","1,469","689","354","31","0","8,829","8,829","539","905","924","761","1,412","1,494","1,272","845","588","88","1"
"충청남도 아산시 온양1동(4420057000)","9,099","9,099","755","703","1,019","1,456","1,592","1,296","1,214","666","347","49","2","4,780","4,780","379","377","551","796","911","705","623","306","126","6","0","4,319","4,319","376","326","468","660","681","591","591","360","221","43","2"
"충청남도 아산시 온양2동(4420058000)","10,509","10,509","339","699","1,617","1,133","1,381","1,912","1,841","990","522","71","4","5,559","5,559","171","366","948","703","794","1,005","907","436","207","21","1","4,950","4,950","168","333","669","430","587","907","934","554","315","50","3"
"충청남도 아산시 온양3동(4420059000)","37,714","37,714","3,304","5,089","4,462","4,607","7,309","5,981","3,924","1,945","963","126","4","18,896","18,896","1,703","2,514","2,407","2,364","3,673","3,153","1,863","823","360","35","1","18,818","18,818","1,601","2,575","2,055","2,243","3,636","2,828","2,061","1,122","603","91","3"
"충청남도 아산시 온양4동(4420060000)","17,603","17,603","1,098","2,156","1,983","1,718","3,104","3,228","2,363","1,245","619","85","4","8,936","8,936","589","1,148","1,122","910","1,574","1,683","1,137","538","220","15","0","8,667","8,667","509","1,008","861","808","1,530","1,545","1,226","707","399","70","4"
"충청남도 아산시 온양5동(4420061000)","20,958","20,958","1,587","2,700","2,626","2,415","3,921","3,658","2,304","1,070","599","76","2","10,747","10,747","870","1,414","1,471","1,312","1,975","1,881","1,116","470","218","20","0","10,211","10,211","717","1,286","1,155","1,103","1,946","1,777","1,188","600","381","56","2"
"충청남도 아산시 온양6동(4420062000)","27,720","27,720","2,573","3,377","2,579","3,377","5,321","4,611","3,204","1,610","951","117","0","13,754","13,754","1,256","1,721","1,378","1,666","2,707","2,418","1,605","679","298","26","0","13,966","13,966","1,317","1,656","1,201","1,711","2,614","2,193","1,599","931","653","91","0"
"충청남도 서산시 (4421000000)","176,085","176,085","13,315","16,925","17,921","20,659","27,318","29,266","25,546","14,394","9,068","1,625","48","91,986","91,986","6,796","8,882","10,865","11,691","14,527","15,670","12,932","6,973","3,280","366","4","84,099","84,099","6,519","8,043","7,056","8,968","12,791","13,596","12,614","7,421","5,788","1,259","44"
"충청남도 서산시 대산읍(4421025000)","13,174","13,174","574","837","1,656","1,361","1,651","2,988","2,311","1,008","655","130","3","7,722","7,722","297","452","1,167","937","1,029","1,814","1,275","491","233","27","0","5,452","5,452","277","385","489","424","622","1,174","1,036","517","422","103","3"
"충청남도 서산시 인지면(4421031000)","7,108","7,108","363","641","558","467","974","1,365","1,292","769","551","121","7","3,621","3,621","190","347","344","242","506","739","668","376","180","28","1","3,487","3,487","173","294","214","225","468","626","624","393","371","93","6"
"충청남도 서산시 부석면(4421032000)","5,188","5,188","86","179","233","221","423","792","1,357","1,033","727","136","1","2,660","2,660","43","89","158","134","280","440","697","515","271","33","0","2,528","2,528","43","90","75","87","143","352","660","518","456","103","1"
"충청남도 서산시 팔봉면(4421033000)","3,250","3,250","46","93","112","121","235","551","914","695","411","70","2","1,666","1,666","27","50","68","70","147","310","475","349","154","16","0","1,584","1,584","19","43","44","51","88","241","439","346","257","54","2"
"충청남도 서산시 지곡면(4421034000)","8,056","8,056","477","768","586","793","1,182","1,383","1,411","834","528","91","3","4,335","4,335","247","389","376","503","688","764","751","404","193","20","0","3,721","3,721","230","379","210","290","494","619","660","430","335","71","3"
"충청남도 서산시 성연면(4421036000)","16,154","16,154","2,750","1,479","1,405","3,775","2,838","1,683","1,313","508","335","68","0","8,475","8,475","1,403","751","810","2,017","1,559","869","697","247","108","14","0","7,679","7,679","1,347","728","595","1,758","1,279","814","616","261","227","54","0"
"충청남도 서산시 음암면(4421037000)","9,228","9,228","356","708","737","723","1,265","1,686","1,791","1,058","770","129","5","4,765","4,765","173","378","469","410","692","899","919","510","284","30","1","4,463","4,463","183","330","268","313","573","787","872","548","486","99","4"
"충청남도 서산시 운산면(4421038000)","4,956","4,956","105","223","235","203","479","758","1,240","936","668","105","4","2,538","2,538","55","124","140","115","290","437","613","489","247","27","1","2,418","2,418","50","99","95","88","189","321","627","447","421","78","3"
"충청남도 서산시 해미면(4421039000)","7,117","7,117","175","410","695","417","714","1,250","1,545","1,094","702","111","4","3,704","3,704","86","212","442","249","427","697","787","531","246","27","0","3,413","3,413","89","198","253","168","287","553","758","563","456","84","4"
"충청남도 서산시 고북면(4421040000)","5,963","5,963","296","375","614","467","704","826","1,093","833","651","101","3","3,117","3,117","157","189","427","278","404","456","535","403","244","24","0","2,846","2,846","139","186","187","189","300","370","558","430","407","77","3"
"충청남도 서산시 부춘동(4421051000)","18,449","18,449","1,316","1,840","2,375","2,345","3,096","3,245","2,304","1,178","635","113","2","9,653","9,653","706","970","1,344","1,395","1,595","1,689","1,137","572","226","19","0","8,796","8,796","610","870","1,031","950","1,501","1,556","1,167","606","409","94","2"
"충청남도 서산시 동문1동(4421052500)","17,914","17,914","1,267","2,175","1,861","1,780","3,130","3,289","2,395","1,224","651","138","4","9,325","9,325","703","1,242","1,171","971","1,555","1,650","1,168","575","261","29","0","8,589","8,589","564","933","690","809","1,575","1,639","1,227","649","390","109","4"
"충청남도 서산시 동문2동(4421053500)","8,375","8,375","431","835","950","758","1,269","1,527","1,367","772","399","64","3","4,242","4,242","222","447","555","425","649","794","634","341","158","17","0","4,133","4,133","209","388","395","333","620","733","733","431","241","47","3"
"충청남도 서산시 수석동(4421054000)","16,076","16,076","1,162","1,930","1,909","1,892","2,770","2,645","2,039","1,064","560","102","3","8,206","8,206","552","954","1,094","1,086","1,424","1,374","1,015","500","187","19","1","7,870","7,870","610","976","815","806","1,346","1,271","1,024","564","373","83","2"
"충청남도 서산시 석남동(4421055000)","35,077","35,077","3,911","4,432","3,995","5,336","6,588","5,278","3,174","1,388","825","146","4","17,957","17,957","1,935","2,288","2,300","2,859","3,282","2,738","1,561","670","288","36","0","17,120","17,120","1,976","2,144","1,695","2,477","3,306","2,540","1,613","718","537","110","4"
"충청남도 논산시 (4423000000)","111,717","111,717","5,859","9,085","9,931","9,510","13,854","18,737","21,724","12,829","8,696","1,456","36","55,845","55,845","2,994","4,684","5,577","5,116","7,365","9,860","11,050","5,896","2,951","344","8","55,872","55,872","2,865","4,401","4,354","4,394","6,489","8,877","10,674","6,933","5,745","1,112","28"
"충청남도 논산시 강경읍(4423025000)","7,607","7,607","233","559","549","447","825","1,300","1,749","1,143","684","116","2","3,711","3,711","126","287","314","243","434","663","866","501","249","27","1","3,896","3,896","107","272","235","204","391","637","883","642","435","89","1"
"충청남도 논산시 연무읍(4423025300)","12,975","12,975","749","1,011","1,080","1,185","1,530","2,001","2,522","1,592","1,106","196","3","6,530","6,530","381","535","654","639","847","1,087","1,273","715","361","37","1","6,445","6,445","368","476","426","546","683","914","1,249","877","745","159","2"
"충청남도 논산시 성동면(4423031000)","3,862","3,862","107","137","209","217","302","579","985","676","573","76","1","1,941","1,941","52","71","123","140","199","316","518","298","202","21","1","1,921","1,921","55","66","86","77","103","263","467","378","371","55","0"
"충청남도 논산시 광석면(4423032000)","4,018","4,018","78","214","237","199","365","656","1,009","695","503","60","2","2,028","2,028","36","101","138","111","227","373","547","332","147","16","0","1,990","1,990","42","113","99","88","138","283","462","363","356","44","2"
"충청남도 논산시 노성면(4423033000)","2,794","2,794","79","140","159","162","262","429","656","481","352","69","5","1,410","1,410","44","74","99","89","155","246","336","234","120","13","0","1,384","1,384","35","66","60","73","107","183","320","247","232","56","5"
"충청남도 논산시 상월면(4423034000)","3,417","3,417","41","142","180","168","325","632","917","530","406","74","2","1,714","1,714","21","77","100","86","176","344","484","266","138","22","0","1,703","1,703","20","65","80","82","149","288","433","264","268","52","2"
"충청남도 논산시 부적면(4423035000)","3,406","3,406","77","145","200","196","298","579","887","540","397","83","4","1,734","1,734","40","68","118","110","178","341","468","254","138","18","1","1,672","1,672","37","77","82","86","120","238","419","286","259","65","3"
"충청남도 논산시 연산면(4423036000)","5,897","5,897","149","291","281","312","465","1,073","1,640","916","661","105","4","3,042","3,042","78","154","175","177","275","569","903","452","235","24","0","2,855","2,855","71","137","106","135","190","504","737","464","426","81","4"
"충청남도 논산시 벌곡면(4423038000)","2,423","2,423","53","142","100","103","172","403","658","427","302","63","0","1,243","1,243","28","84","54","66","105","234","339","217","104","12","0","1,180","1,180","25","58","46","37","67","169","319","210","198","51","0"
"충청남도 논산시 양촌면(4423039000)","5,917","5,917","319","353","354","546","483","986","1,306","819","640","110","1","3,000","3,000","170","183","219","296","249","534","695","384","232","38","0","2,917","2,917","149","170","135","250","234","452","611","435","408","72","1"
"충청남도 논산시 가야곡면(4423040000)","3,256","3,256","48","105","183","138","243","546","894","553","470","75","1","1,663","1,663","31","58","105","92","143","305","473","271","165","19","1","1,593","1,593","17","47","78","46","100","241","421","282","305","56","0"
"충청남도 논산시 은진면(4423041000)","3,881","3,881","87","182","414","239","376","656","903","529","408","85","2","2,069","2,069","45","89","250","163","247","385","497","252","126","15","0","1,812","1,812","42","93","164","76","129","271","406","277","282","70","2"
"충청남도 논산시 채운면(4423042000)","2,098","2,098","53","128","106","105","174","317","549","339","271","56","0","1,016","1,016","26","60","63","56","92","187","279","154","82","17","0","1,082","1,082","27","68","43","49","82","130","270","185","189","39","0"
"충청남도 논산시 취암동(4423051000)","34,845","34,845","2,814","3,871","4,400","4,193","5,721","5,700","4,543","2,234","1,174","188","7","17,389","17,389","1,418","1,979","2,372","2,201","2,882","2,871","2,213","1,007","390","53","3","17,456","17,456","1,396","1,892","2,028","1,992","2,839","2,829","2,330","1,227","784","135","4"
"충청남도 논산시 부창동(4423052000)","15,321","15,321","972","1,665","1,479","1,300","2,313","2,880","2,506","1,355","749","100","2","7,355","7,355","498","864","793","647","1,156","1,405","1,159","559","262","12","0","7,966","7,966","474","801","686","653","1,157","1,475","1,347","796","487","88","2"
"충청남도 계룡시 (4425000000)","45,523","45,523","3,730","6,281","4,773","5,171","8,434","7,744","5,554","2,392","1,231","204","9","22,664","22,664","1,863","3,309","2,673","2,664","4,074","3,865","2,638","1,138","397","41","2","22,859","22,859","1,867","2,972","2,100","2,507","4,360","3,879","2,916","1,254","834","163","7"
"충청남도 계룡시 두마면(4425031000)","11,887","11,887","1,038","1,362","1,248","1,718","2,015","2,055","1,567","580","254","47","3","5,852","5,852","521","710","651","873","954","989","775","289","85","5","0","6,035","6,035","517","652","597","845","1,061","1,066","792","291","169","42","3"
"충청남도 계룡시 엄사면(4425031500)","17,337","17,337","959","2,027","1,995","1,479","2,696","3,458","2,629","1,229","740","120","5","8,478","8,478","494","1,090","1,108","764","1,276","1,704","1,225","559","232","24","2","8,859","8,859","465","937","887","715","1,420","1,754","1,404","670","508","96","3"
"충청남도 계룡시 신도안면(4425033000)","8,053","8,053","1,148","1,848","631","1,223","2,312","729","102","39","18","3","0","4,167","4,167","566","973","357","624","1,178","435","24","8","1","1","0","3,886","3,886","582","875","274","599","1,134","294","78","31","17","2","0"
"충청남도 계룡시 금암동(4425051000)","8,246","8,246","585","1,044","899","751","1,411","1,502","1,256","544","219","34","1","4,167","4,167","282","536","557","403","666","737","614","282","79","11","0","4,079","4,079","303","508","342","348","745","765","642","262","140","23","1"
"충청남도 당진시 (4427000000)","169,071","169,071","13,382","16,206","14,980","20,627","27,900","27,450","24,524","13,661","8,933","1,366","42","90,192","90,192","6,767","8,454","8,887","11,835","15,660","15,549","12,823","6,615","3,256","344","2","78,879","78,879","6,615","7,752","6,093","8,792","12,240","11,901","11,701","7,046","5,677","1,022","40"
"충청남도 당진시 합덕읍(4427025000)","8,288","8,288","203","499","518","543","950","1,413","1,852","1,251","900","151","8","4,387","4,387","113","284","328","331","591","815","953","580","347","45","0","3,901","3,901","90","215","190","212","359","598","899","671","553","106","8"
"충청남도 당진시 송악읍(4427025300)","30,166","30,166","3,217","2,908","2,041","4,291","5,889","4,830","3,872","1,837","1,106","172","3","16,807","16,807","1,644","1,513","1,228","2,397","3,529","2,995","2,130","935","391","45","0","13,359","13,359","1,573","1,395","813","1,894","2,360","1,835","1,742","902","715","127","3"
"충청남도 당진시 고대면(4427031000)","5,254","5,254","115","243","332","288","467","900","1,328","829","644","104","4","2,731","2,731","60","124","182","180","271","526","695","411","255","27","0","2,523","2,523","55","119","150","108","196","374","633","418","389","77","4"
"충청남도 당진시 석문면(4427032000)","8,980","8,980","282","421","684","827","1,165","1,882","1,946","980","687","103","3","5,284","5,284","150","225","463","567","811","1,216","1,095","479","252","25","1","3,696","3,696","132","196","221","260","354","666","851","501","435","78","2"
"충청남도 당진시 대호지면(4427033000)","2,311","2,311","53","73","96","102","165","331","617","482","330","59","3","1,182","1,182","33","37","61","63","106","184","310","253","119","16","0","1,129","1,129","20","36","35","39","59","147","307","229","211","43","3"
